,business_id,score,date,type,score_level,diffFromPrev,prevScore
0,19,94,20160513,routine,4,,
1,19,94,20171211,routine,4,0.0,94.0
2,24,96,20160311,routine,4,,
3,24,98,20161005,routine,4,2.0,96.0
4,24,98,20171101,routine,4,0.0,98.0
5,31,98,20151204,routine,4,,
6,45,78,20160104,routine,2,,
7,45,84,20160614,routine,2,6.0,78.0
8,45,88,20170307,routine,3,4.0,84.0
9,45,85,20170914,routine,2,-3.0,88.0
10,48,94,20160630,routine,4,,
11,48,94,20180216,routine,4,0.0,94.0
12,54,100,20150526,routine,4,,
13,54,87,20170215,routine,3,-13.0,100.0
14,56,88,20151222,routine,3,,
15,56,90,20160802,routine,3,2.0,88.0
16,56,92,20170420,routine,4,2.0,90.0
17,58,73,20160407,routine,2,,
18,58,70,20170918,routine,1,-3.0,73.0
19,61,92,20150827,routine,4,,
20,61,94,20160708,routine,4,2.0,92.0
21,61,98,20170124,routine,4,4.0,94.0
22,61,94,20171128,routine,4,-4.0,98.0
23,66,100,20150828,routine,4,,
24,66,98,20160322,routine,4,-2.0,100.0
25,66,100,20160902,routine,4,2.0,98.0
26,66,96,20170703,routine,4,-4.0,100.0
27,67,90,20150520,routine,3,,
28,67,87,20160401,routine,3,-3.0,90.0
29,67,94,20161019,routine,4,7.0,87.0
30,67,81,20170804,routine,2,-13.0,94.0
31,73,85,20150717,routine,2,,
32,73,92,20160927,routine,4,7.0,85.0
33,73,88,20171129,routine,3,-4.0,92.0
34,76,100,20160311,routine,4,,
35,76,98,20161005,routine,4,-2.0,100.0
36,76,100,20171101,routine,4,2.0,98.0
37,77,91,20160311,routine,4,,
38,77,96,20161005,routine,4,5.0,91.0
39,77,94,20171101,routine,4,-2.0,96.0
40,80,98,20160412,routine,4,,
41,80,96,20171204,routine,4,-2.0,98.0
42,81,96,20150330,routine,4,,
43,81,98,20171205,routine,4,2.0,96.0
44,88,89,20150824,routine,3,,
45,88,92,20170111,routine,4,3.0,89.0
46,88,82,20171016,routine,2,-10.0,92.0
47,95,88,20151210,routine,3,,
48,95,86,20160718,routine,3,-2.0,88.0
49,95,92,20170307,routine,4,6.0,86.0
50,95,83,20171016,routine,2,-9.0,92.0
51,98,94,20150629,routine,4,,
52,98,96,20160316,routine,4,2.0,94.0
53,98,94,20171003,routine,4,-2.0,96.0
54,99,76,20150811,routine,2,,
55,99,82,20171207,routine,2,6.0,76.0
56,101,98,20160525,routine,4,,
57,101,90,20170627,routine,3,-8.0,98.0
58,101,92,20180129,routine,4,2.0,90.0
59,102,100,20150609,routine,4,,
60,102,85,20161103,routine,2,-15.0,100.0
61,102,92,20170728,routine,4,7.0,85.0
62,108,94,20150417,routine,4,,
63,116,76,20160527,routine,2,,
64,116,96,20170509,routine,4,20.0,76.0
65,121,86,20151020,routine,3,,
66,121,90,20170418,routine,3,4.0,86.0
67,125,92,20160520,routine,4,,
68,125,90,20170719,routine,3,-2.0,92.0
69,134,98,20150806,routine,4,,
70,134,93,20170214,routine,4,-5.0,98.0
71,140,85,20160414,routine,2,,
72,140,77,20171011,routine,2,-8.0,85.0
73,140,86,20180105,routine,3,9.0,77.0
74,141,100,20160627,routine,4,,
75,141,100,20170505,routine,4,0.0,100.0
76,146,91,20150723,routine,4,,
77,146,84,20160407,routine,2,-7.0,91.0
78,146,84,20161017,routine,2,0.0,84.0
79,151,87,20150520,routine,3,,
80,151,92,20160726,routine,4,5.0,87.0
81,155,87,20150610,routine,3,,
82,155,100,20151229,routine,4,13.0,87.0
83,155,79,20170227,routine,2,-21.0,100.0
84,164,96,20151106,routine,4,,
85,164,87,20161110,routine,3,-9.0,96.0
86,164,83,20170908,routine,2,-4.0,87.0
87,180,88,20160106,routine,3,,
88,180,98,20160617,routine,4,10.0,88.0
89,180,94,20161220,routine,4,-4.0,98.0
90,180,87,20170815,routine,3,-7.0,94.0
91,184,98,20161003,routine,4,,
92,184,90,20180213,routine,3,-8.0,98.0
93,187,89,20160511,routine,3,,
94,187,92,20170210,routine,4,3.0,89.0
95,187,96,20171128,routine,4,4.0,92.0
96,190,92,20150327,routine,4,,
97,190,100,20161206,routine,4,8.0,92.0
98,190,100,20171129,routine,4,0.0,100.0
99,192,90,20160628,routine,3,,
100,192,86,20170626,routine,3,-4.0,90.0
101,194,80,20150420,routine,2,,
102,194,84,20170919,routine,2,4.0,80.0
103,198,92,20151029,routine,4,,
104,198,94,20170130,routine,4,2.0,92.0
105,198,94,20171129,routine,4,0.0,94.0
106,200,94,20151001,routine,4,,
107,200,88,20170104,routine,3,-6.0,94.0
108,208,92,20151007,routine,4,,
109,208,90,20170731,routine,3,-2.0,92.0
110,216,94,20170629,routine,4,,
111,217,94,20150818,routine,4,,
112,217,94,20160329,routine,4,0.0,94.0
113,217,90,20160912,routine,3,-4.0,94.0
114,217,92,20170330,routine,4,2.0,90.0
115,217,93,20170925,routine,4,1.0,92.0
116,226,82,20160523,routine,2,,
117,231,88,20160301,routine,3,,
118,231,90,20170601,routine,3,2.0,88.0
119,236,94,20151214,routine,4,,
120,236,96,20161017,routine,4,2.0,94.0
121,239,84,20160525,routine,2,,
122,239,88,20171207,routine,3,4.0,84.0
123,240,68,20150813,routine,1,,
124,240,82,20161004,routine,2,14.0,68.0
125,247,83,20160503,routine,2,,
126,247,86,20161114,routine,3,3.0,83.0
127,251,96,20160616,routine,4,,
128,253,94,20160622,routine,4,,
129,253,96,20161208,routine,4,2.0,94.0
130,253,92,20171114,routine,4,-4.0,96.0
131,256,100,20150908,routine,4,,
132,256,96,20161019,routine,4,-4.0,100.0
133,256,90,20171205,routine,3,-6.0,96.0
134,268,94,20150903,routine,4,,
135,268,91,20160725,routine,4,-3.0,94.0
136,268,100,20171228,routine,4,9.0,91.0
137,272,78,20160517,routine,2,,
138,273,80,20150519,routine,2,,
139,273,78,20160920,routine,2,-2.0,80.0
140,273,75,20171002,routine,2,-3.0,78.0
141,275,96,20151020,routine,4,,
142,275,96,20161031,routine,4,0.0,96.0
143,275,98,20180116,routine,4,2.0,96.0
144,276,100,20151103,routine,4,,
145,276,100,20170512,routine,4,0.0,100.0
146,276,100,20171103,routine,4,0.0,100.0
147,279,94,20151020,routine,4,,
148,279,98,20160518,routine,4,4.0,94.0
149,279,90,20170104,routine,3,-8.0,98.0
150,279,92,20171010,routine,4,2.0,90.0
151,281,96,20160606,routine,4,,
152,283,73,20151001,routine,2,,
153,283,81,20170209,routine,2,8.0,73.0
154,286,72,20160607,routine,2,,
155,286,82,20161102,routine,2,10.0,72.0
156,286,83,20171107,routine,2,1.0,82.0
157,290,89,20160615,routine,3,,
158,298,80,20150828,routine,2,,
159,298,87,20160408,routine,3,7.0,80.0
160,298,88,20161013,routine,3,1.0,87.0
161,298,92,20171017,routine,4,4.0,88.0
162,299,96,20150309,routine,4,,
163,299,96,20160705,routine,4,0.0,96.0
164,299,94,20171116,routine,4,-2.0,96.0
165,300,68,20160413,routine,1,,
166,300,86,20171208,routine,3,18.0,68.0
167,302,69,20150408,routine,1,,
168,302,89,20160902,routine,3,20.0,69.0
169,302,81,20170728,routine,2,-8.0,89.0
170,302,96,20180130,routine,4,15.0,81.0
171,305,87,20160518,routine,3,,
172,305,88,20180104,routine,3,1.0,87.0
173,315,89,20150518,routine,3,,
174,315,94,20150929,routine,4,5.0,89.0
175,315,92,20161110,routine,4,-2.0,94.0
176,315,87,20170905,routine,3,-5.0,92.0
177,318,94,20151113,routine,4,,
178,318,96,20170602,routine,4,2.0,94.0
179,318,98,20171116,routine,4,2.0,96.0
180,320,84,20150429,routine,2,,
181,320,68,20160920,routine,1,-16.0,84.0
182,320,77,20171004,routine,2,9.0,68.0
183,323,100,20160112,routine,4,,
184,323,94,20161108,routine,4,-6.0,100.0
185,326,82,20160818,routine,2,,
186,326,81,20180123,routine,2,-1.0,82.0
187,328,90,20160105,routine,3,,
188,328,81,20161122,routine,2,-9.0,90.0
189,337,90,20160520,routine,3,,
190,337,90,20180129,routine,3,0.0,90.0
191,379,74,20160610,routine,2,,
192,379,77,20170308,routine,2,3.0,74.0
193,384,76,20170501,routine,2,,
194,384,96,20180103,routine,4,20.0,76.0
195,386,90,20160127,routine,3,,
196,386,82,20160429,routine,2,-8.0,90.0
197,386,84,20171116,routine,2,2.0,82.0
198,389,96,20170316,routine,4,,
199,393,90,20150707,routine,3,,
200,393,84,20160722,routine,2,-6.0,90.0
201,393,76,20170705,routine,2,-8.0,84.0
202,397,94,20160909,routine,4,,
203,397,94,20171107,routine,4,0.0,94.0
204,400,100,20160608,routine,4,,
205,403,81,20150723,routine,2,,
206,403,81,20160701,routine,2,0.0,81.0
207,403,88,20170925,routine,3,7.0,81.0
208,409,98,20150414,routine,4,,
209,409,83,20170627,routine,2,-15.0,98.0
210,413,78,20160830,routine,2,,
211,415,87,20150903,routine,3,,
212,415,92,20170110,routine,4,5.0,87.0
213,420,78,20160504,routine,2,,
214,420,74,20171025,routine,2,-4.0,78.0
215,421,89,20160520,routine,3,,
216,422,92,20150918,routine,4,,
217,422,94,20160927,routine,4,2.0,92.0
218,423,85,20160901,routine,2,,
219,423,78,20171117,routine,2,-7.0,85.0
220,424,81,20150505,routine,2,,
221,424,90,20170112,routine,3,9.0,81.0
222,424,86,20171107,routine,3,-4.0,90.0
223,428,100,20150427,routine,4,,
224,428,96,20160707,routine,4,-4.0,100.0
225,428,98,20171026,routine,4,2.0,96.0
226,429,82,20150223,routine,2,,
227,429,87,20160602,routine,3,5.0,82.0
228,431,92,20160525,routine,4,,
229,435,92,20151028,routine,4,,
230,435,92,20161212,routine,4,0.0,92.0
231,436,79,20160608,routine,2,,
232,436,87,20161028,routine,3,8.0,79.0
233,438,89,20150421,routine,3,,
234,438,90,20160321,routine,3,1.0,89.0
235,438,84,20171010,routine,2,-6.0,90.0
236,442,86,20160308,routine,3,,
237,442,83,20170411,routine,2,-3.0,86.0
238,442,90,20180123,routine,3,7.0,83.0
239,443,92,20160316,routine,4,,
240,443,94,20171107,routine,4,2.0,92.0
241,447,87,20150723,routine,3,,
242,447,96,20160908,routine,4,9.0,87.0
243,447,96,20171128,routine,4,0.0,96.0
244,448,84,20151021,routine,2,,
245,448,88,20170607,routine,3,4.0,84.0
246,462,94,20160520,routine,4,,
247,462,98,20170719,routine,4,4.0,94.0
248,463,88,20160706,routine,3,,
249,470,94,20150219,routine,4,,
250,470,87,20160920,routine,3,-7.0,94.0
251,473,87,20150720,routine,3,,
252,473,94,20160927,routine,4,7.0,87.0
253,475,90,20151006,routine,3,,
254,475,90,20161102,routine,3,0.0,90.0
255,477,88,20150302,routine,3,,
256,477,88,20160406,routine,3,0.0,88.0
257,477,92,20170605,routine,4,4.0,88.0
258,479,87,20160729,routine,3,,
259,480,86,20160427,routine,3,,
260,480,80,20171016,routine,2,-6.0,86.0
261,483,96,20160505,routine,4,,
262,483,96,20171030,routine,4,0.0,96.0
263,484,91,20160711,routine,4,,
264,485,98,20150923,routine,4,,
265,485,96,20161207,routine,4,-2.0,98.0
266,486,93,20160805,routine,4,,
267,488,89,20160525,routine,3,,
268,488,92,20180116,routine,4,3.0,89.0
269,489,72,20150728,routine,2,,
270,489,69,20160308,routine,1,-3.0,72.0
271,489,79,20160721,routine,2,10.0,69.0
272,489,80,20161220,routine,2,1.0,79.0
273,489,75,20171130,routine,2,-5.0,80.0
274,494,74,20160512,routine,2,,
275,494,94,20170418,routine,4,20.0,74.0
276,496,91,20160412,routine,4,,
277,496,92,20171016,routine,4,1.0,91.0
278,500,86,20150930,routine,3,,
279,500,89,20161128,routine,3,3.0,86.0
280,502,100,20150327,routine,4,,
281,502,98,20161206,routine,4,-2.0,100.0
282,502,94,20171129,routine,4,-4.0,98.0
283,505,96,20150623,routine,4,,
284,505,90,20160607,routine,3,-6.0,96.0
285,505,90,20170207,routine,3,0.0,90.0
286,507,98,20150223,routine,4,,
287,507,80,20160324,routine,2,-18.0,98.0
288,507,90,20161128,routine,3,10.0,80.0
289,507,86,20170823,routine,3,-4.0,90.0
290,509,79,20160222,routine,2,,
291,509,90,20160829,routine,3,11.0,79.0
292,510,88,20160523,routine,3,,
293,510,87,20161109,routine,3,-1.0,88.0
294,510,88,20170919,routine,3,1.0,87.0
295,519,85,20160809,routine,2,,
296,519,91,20171212,routine,4,6.0,85.0
297,520,98,20160520,routine,4,,
298,520,92,20180129,routine,4,-6.0,98.0
299,522,96,20150630,routine,4,,
300,522,93,20151124,routine,4,-3.0,96.0
301,522,94,20160706,routine,4,1.0,93.0
302,522,88,20170209,routine,3,-6.0,94.0
303,522,92,20170922,routine,4,4.0,88.0
304,527,88,20151005,routine,3,,
305,527,84,20161005,routine,2,-4.0,88.0
306,527,75,20170821,routine,2,-9.0,84.0
307,529,90,20160614,routine,3,,
308,529,90,20170328,routine,3,0.0,90.0
309,538,85,20160411,routine,2,,
310,538,86,20160928,routine,3,1.0,85.0
311,538,88,20170927,routine,3,2.0,86.0
312,539,92,20150511,routine,4,,
313,539,96,20160419,routine,4,4.0,92.0
314,539,96,20161031,routine,4,0.0,96.0
315,539,90,20171010,routine,3,-6.0,96.0
316,542,83,20160224,routine,2,,
317,542,86,20161006,routine,3,3.0,83.0
318,542,80,20170630,routine,2,-6.0,86.0
319,544,78,20160608,routine,2,,
320,544,74,20170822,routine,2,-4.0,78.0
321,547,98,20150813,routine,4,,
322,547,98,20160412,routine,4,0.0,98.0
323,547,94,20170224,routine,4,-4.0,98.0
324,551,85,20160321,routine,2,,
325,551,81,20161107,routine,2,-4.0,85.0
326,551,76,20170621,routine,2,-5.0,81.0
327,552,87,20160516,routine,3,,
328,552,89,20170110,routine,3,2.0,87.0
329,552,81,20170815,routine,2,-8.0,89.0
330,557,90,20150507,routine,3,,
331,557,85,20160629,routine,2,-5.0,90.0
332,557,76,20171018,routine,2,-9.0,85.0
333,562,98,20160810,routine,4,,
334,573,86,20170119,routine,3,,
335,573,86,20170127,routine,3,0.0,86.0
336,573,100,20170906,routine,4,14.0,86.0
337,573,100,20170927,routine,4,0.0,100.0
338,580,93,20150820,routine,4,,
339,580,91,20160311,routine,4,-2.0,93.0
340,580,92,20160829,routine,4,1.0,91.0
341,580,96,20170307,routine,4,4.0,92.0
342,580,91,20170829,routine,4,-5.0,96.0
343,587,96,20160608,routine,4,,
344,587,88,20180131,routine,3,-8.0,96.0
345,588,78,20151117,routine,2,,
346,588,83,20160615,routine,2,5.0,78.0
347,588,91,20170103,routine,4,8.0,83.0
348,588,88,20171121,routine,3,-3.0,91.0
349,589,80,20160503,routine,2,,
350,589,85,20161128,routine,2,5.0,80.0
351,591,83,20160615,routine,2,,
352,591,89,20180206,routine,3,6.0,83.0
353,606,86,20160518,routine,3,,
354,606,78,20170720,routine,2,-8.0,86.0
355,610,94,20160819,routine,4,,
356,610,92,20180206,routine,4,-2.0,94.0
357,615,100,20150914,routine,4,,
358,615,92,20160718,routine,4,-8.0,100.0
359,615,86,20170608,routine,3,-6.0,92.0
360,619,93,20150423,routine,4,,
361,619,88,20160525,routine,3,-5.0,93.0
362,619,86,20170118,routine,3,-2.0,88.0
363,619,90,20170929,routine,3,4.0,86.0
364,625,96,20150625,routine,4,,
365,625,90,20160921,routine,3,-6.0,96.0
366,627,93,20150819,routine,4,,
367,628,82,20160418,routine,2,,
368,628,90,20161130,routine,3,8.0,82.0
369,631,98,20160930,routine,4,,
370,639,92,20150806,routine,4,,
371,639,92,20160303,routine,4,0.0,92.0
372,639,94,20160913,routine,4,2.0,92.0
373,639,94,20171023,routine,4,0.0,94.0
374,642,94,20160617,routine,4,,
375,645,93,20170405,routine,4,,
376,659,88,20160429,routine,3,,
377,659,87,20161104,routine,3,-1.0,88.0
378,659,82,20171023,routine,2,-5.0,87.0
379,665,83,20161005,routine,2,,
380,665,89,20171127,routine,3,6.0,83.0
381,670,86,20150602,routine,3,,
382,670,86,20160914,routine,3,0.0,86.0
383,670,86,20171023,routine,3,0.0,86.0
384,691,92,20150610,routine,4,,
385,691,90,20160919,routine,3,-2.0,92.0
386,691,80,20170925,routine,2,-10.0,90.0
387,695,94,20160404,routine,4,,
388,695,94,20160930,routine,4,0.0,94.0
389,695,92,20170713,routine,4,-2.0,94.0
390,695,96,20180112,routine,4,4.0,92.0
391,703,57,20150224,routine,1,,
392,703,66,20160617,routine,1,9.0,57.0
393,709,82,20151110,routine,2,,
394,709,83,20170112,routine,2,1.0,82.0
395,709,87,20170927,routine,3,4.0,83.0
396,726,75,20160217,routine,2,,
397,726,72,20161109,routine,2,-3.0,75.0
398,741,83,20160610,routine,2,,
399,744,100,20150723,routine,4,,
400,744,90,20160624,routine,3,-10.0,100.0
401,744,96,20170201,routine,4,6.0,90.0
402,744,98,20180116,routine,4,2.0,96.0
403,754,98,20171005,routine,4,,
404,758,94,20160809,routine,4,,
405,758,94,20171212,routine,4,0.0,94.0
406,765,84,20150603,routine,2,,
407,765,86,20170125,routine,3,2.0,84.0
408,768,87,20150601,routine,3,,
409,768,92,20170124,routine,4,5.0,87.0
410,773,91,20150225,routine,4,,
411,773,96,20161205,routine,4,5.0,91.0
412,774,90,20161205,routine,3,,
413,782,93,20150219,routine,4,,
414,782,96,20151030,routine,4,3.0,93.0
415,782,96,20170131,routine,4,0.0,96.0
416,786,94,20150803,routine,4,,
417,786,80,20160822,routine,2,-14.0,94.0
418,786,86,20180206,routine,3,6.0,80.0
419,792,94,20160414,routine,4,,
420,792,90,20161017,routine,3,-4.0,94.0
421,792,85,20170713,routine,2,-5.0,90.0
422,792,96,20180123,routine,4,11.0,85.0
423,795,96,20150406,routine,4,,
424,795,96,20160607,routine,4,0.0,96.0
425,795,98,20170104,routine,4,2.0,96.0
426,795,96,20171025,routine,4,-2.0,98.0
427,798,90,20160512,routine,3,,
428,798,83,20161209,routine,2,-7.0,90.0
429,798,94,20171103,routine,4,11.0,83.0
430,799,100,20150430,routine,4,,
431,799,92,20160608,routine,4,-8.0,100.0
432,799,98,20170920,routine,4,6.0,92.0
433,811,67,20150713,routine,1,,
434,811,96,20150928,routine,4,29.0,67.0
435,811,94,20170906,routine,4,-2.0,96.0
436,816,87,20150819,routine,3,,
437,816,85,20170117,routine,2,-2.0,87.0
438,821,85,20160606,routine,2,,
439,824,76,20160602,routine,2,,
440,824,80,20161103,routine,2,4.0,76.0
441,824,71,20170621,routine,2,-9.0,80.0
442,826,100,20150303,routine,4,,
443,826,83,20160523,routine,2,-17.0,100.0
444,826,90,20170724,routine,3,7.0,83.0
445,827,84,20160620,routine,2,,
446,827,84,20170302,routine,2,0.0,84.0
447,827,85,20180125,routine,2,1.0,84.0
448,830,84,20150730,routine,2,,
449,830,82,20160728,routine,2,-2.0,84.0
450,830,85,20170321,routine,2,3.0,82.0
451,835,77,20160106,routine,2,,
452,835,81,20160613,routine,2,4.0,77.0
453,835,86,20171114,routine,3,5.0,81.0
454,840,81,20151028,routine,2,,
455,840,87,20170620,routine,3,6.0,81.0
456,845,94,20160729,routine,4,,
457,845,98,20180202,routine,4,4.0,94.0
458,847,87,20160517,routine,3,,
459,847,92,20180123,routine,4,5.0,87.0
460,852,72,20150324,routine,2,,
461,852,74,20160830,routine,2,2.0,72.0
462,852,83,20171129,routine,2,9.0,74.0
463,854,82,20160614,routine,2,,
464,856,93,20151014,routine,4,,
465,856,94,20160707,routine,4,1.0,93.0
466,856,92,20171018,routine,4,-2.0,94.0
467,874,96,20160406,routine,4,,
468,874,94,20161012,routine,4,-2.0,96.0
469,874,85,20170908,routine,2,-9.0,94.0
470,876,83,20160518,routine,2,,
471,876,83,20170511,routine,2,0.0,83.0
472,880,61,20160426,routine,1,,
473,880,84,20161011,routine,2,23.0,61.0
474,880,88,20171130,routine,3,4.0,84.0
475,884,77,20151210,routine,2,,
476,884,86,20160309,routine,3,9.0,77.0
477,884,83,20161005,routine,2,-3.0,86.0
478,884,92,20171206,routine,4,9.0,83.0
479,886,94,20151120,routine,4,,
480,886,96,20161228,routine,4,2.0,94.0
481,886,100,20180212,routine,4,4.0,96.0
482,891,82,20150407,routine,2,,
483,891,76,20160503,routine,2,-6.0,82.0
484,891,92,20161024,routine,4,16.0,76.0
485,891,96,20171228,routine,4,4.0,92.0
486,892,77,20160519,routine,2,,
487,892,87,20170815,routine,3,10.0,77.0
488,902,96,20150825,routine,4,,
489,902,94,20170630,routine,4,-2.0,96.0
490,903,86,20150225,routine,3,,
491,903,90,20160630,routine,3,4.0,86.0
492,903,91,20171211,routine,4,1.0,90.0
493,905,94,20150903,routine,4,,
494,905,98,20160921,routine,4,4.0,94.0
495,905,96,20171212,routine,4,-2.0,98.0
496,911,92,20150916,routine,4,,
497,911,96,20170112,routine,4,4.0,92.0
498,917,96,20150814,routine,4,,
499,917,96,20160902,routine,4,0.0,96.0
500,919,92,20160330,routine,4,,
501,919,96,20170410,routine,4,4.0,92.0
502,920,100,20160330,routine,4,,
503,920,92,20170410,routine,4,-8.0,100.0
504,929,98,20160622,routine,4,,
505,935,85,20150928,routine,2,,
506,935,100,20160919,routine,4,15.0,85.0
507,935,92,20171023,routine,4,-8.0,100.0
508,941,91,20150226,routine,4,,
509,941,92,20160804,routine,4,1.0,91.0
510,943,85,20150720,routine,2,,
511,943,87,20161104,routine,3,2.0,85.0
512,949,96,20150708,routine,4,,
513,949,100,20160209,routine,4,4.0,96.0
514,949,94,20170425,routine,4,-6.0,100.0
515,950,92,20160531,routine,4,,
516,950,85,20161214,routine,2,-7.0,92.0
517,950,96,20170911,routine,4,11.0,85.0
518,951,92,20150828,routine,4,,
519,951,88,20160426,routine,3,-4.0,92.0
520,952,89,20160427,routine,3,,
521,952,88,20161031,routine,3,-1.0,89.0
522,952,88,20170913,routine,3,0.0,88.0
523,961,92,20151030,routine,4,,
524,961,94,20160912,routine,4,2.0,92.0
525,961,96,20171103,routine,4,2.0,94.0
526,966,87,20160609,routine,3,,
527,972,83,20160510,routine,2,,
528,972,83,20161109,routine,2,0.0,83.0
529,972,90,20171114,routine,3,7.0,83.0
530,984,87,20160613,routine,3,,
531,985,79,20160614,routine,2,,
532,985,67,20170810,routine,1,-12.0,79.0
533,994,100,20160219,routine,4,,
534,994,88,20160810,routine,3,-12.0,100.0
535,994,96,20171010,routine,4,8.0,88.0
536,999,92,20150519,routine,4,,
537,999,81,20160503,routine,2,-11.0,92.0
538,999,77,20170714,routine,2,-4.0,81.0
539,999,80,20180123,routine,2,3.0,77.0
540,1000,77,20150325,routine,2,,
541,1000,81,20160919,routine,2,4.0,77.0
542,1000,74,20171002,routine,2,-7.0,81.0
543,1002,90,20160217,routine,3,,
544,1002,90,20160929,routine,3,0.0,90.0
545,1002,85,20170928,routine,2,-5.0,90.0
546,1003,98,20150407,routine,4,,
547,1003,88,20160706,routine,3,-10.0,98.0
548,1003,86,20170823,routine,3,-2.0,88.0
549,1005,84,20160502,routine,2,,
550,1005,78,20170713,routine,2,-6.0,84.0
551,1005,84,20180122,routine,2,6.0,78.0
552,1008,98,20151202,routine,4,,
553,1008,94,20160804,routine,4,-4.0,98.0
554,1008,88,20170905,routine,3,-6.0,94.0
555,1018,96,20160606,routine,4,,
556,1018,83,20170718,routine,2,-13.0,96.0
557,1018,87,20180208,routine,3,4.0,83.0
558,1021,98,20151117,routine,4,,
559,1021,91,20160819,routine,4,-7.0,98.0
560,1021,90,20170912,routine,3,-1.0,91.0
561,1026,88,20150520,routine,3,,
562,1026,87,20160726,routine,3,-1.0,88.0
563,1031,80,20160915,routine,2,,
564,1036,90,20160913,routine,3,,
565,1042,91,20150512,routine,4,,
566,1042,92,20160803,routine,4,1.0,91.0
567,1042,92,20171211,routine,4,0.0,92.0
568,1043,96,20150605,routine,4,,
569,1043,87,20171116,routine,3,-9.0,96.0
570,1047,80,20150629,routine,2,,
571,1047,84,20160719,routine,2,4.0,80.0
572,1048,85,20150901,routine,2,,
573,1048,92,20151210,routine,4,7.0,85.0
574,1048,96,20170118,routine,4,4.0,92.0
575,1048,88,20171026,routine,3,-8.0,96.0
576,1065,80,20150806,routine,2,,
577,1065,81,20170906,routine,2,1.0,80.0
578,1075,90,20160111,routine,3,,
579,1075,90,20160309,routine,3,0.0,90.0
580,1075,87,20170726,routine,3,-3.0,90.0
581,1081,86,20150615,routine,3,,
582,1081,84,20160222,routine,2,-2.0,86.0
583,1081,96,20160919,routine,4,12.0,84.0
584,1081,88,20171106,routine,3,-8.0,96.0
585,1085,92,20161209,routine,4,,
586,1085,96,20171207,routine,4,4.0,92.0
587,1090,100,20160426,routine,4,,
588,1090,74,20170504,routine,2,-26.0,100.0
589,1103,100,20150519,routine,4,,
590,1103,96,20151224,routine,4,-4.0,100.0
591,1103,98,20161129,routine,4,2.0,96.0
592,1103,96,20170928,routine,4,-2.0,98.0
593,1111,94,20150513,routine,4,,
594,1111,87,20160621,routine,3,-7.0,94.0
595,1111,90,20170302,routine,3,3.0,87.0
596,1116,94,20150610,routine,4,,
597,1116,96,20160912,routine,4,2.0,94.0
598,1116,89,20170928,routine,3,-7.0,96.0
599,1122,94,20160329,routine,4,,
600,1122,86,20161014,routine,3,-8.0,94.0
601,1122,94,20171214,routine,4,8.0,86.0
602,1124,89,20160330,routine,3,,
603,1124,80,20171114,routine,2,-9.0,89.0
604,1125,96,20160527,routine,4,,
605,1125,96,20170816,routine,4,0.0,96.0
606,1127,94,20160615,routine,4,,
607,1127,96,20171004,routine,4,2.0,94.0
608,1135,90,20150310,routine,3,,
609,1135,96,20171102,routine,4,6.0,90.0
610,1139,79,20150501,routine,2,,
611,1139,80,20160620,routine,2,1.0,79.0
612,1139,69,20171127,routine,1,-11.0,80.0
613,1144,75,20151222,routine,2,,
614,1144,86,20160329,routine,3,11.0,75.0
615,1144,79,20160929,routine,2,-7.0,86.0
616,1144,88,20170828,routine,3,9.0,79.0
617,1146,74,20160613,routine,2,,
618,1147,98,20160422,routine,4,,
619,1147,98,20161028,routine,4,0.0,98.0
620,1147,98,20170523,routine,4,0.0,98.0
621,1147,94,20180102,routine,4,-4.0,98.0
622,1151,98,20150306,routine,4,,
623,1151,90,20160505,routine,3,-8.0,98.0
624,1151,90,20170216,routine,3,0.0,90.0
625,1154,88,20160105,routine,3,,
626,1154,76,20160912,routine,2,-12.0,88.0
627,1154,81,20180110,routine,2,5.0,76.0
628,1156,93,20150317,routine,4,,
629,1156,92,20160401,routine,4,-1.0,93.0
630,1156,94,20170419,routine,4,2.0,92.0
631,1159,87,20150820,routine,3,,
632,1159,78,20170131,routine,2,-9.0,87.0
633,1159,76,20180129,routine,2,-2.0,78.0
634,1188,100,20161109,routine,4,,
635,1191,94,20151106,routine,4,,
636,1191,92,20170202,routine,4,-2.0,94.0
637,1193,98,20150601,routine,4,,
638,1193,83,20160128,routine,2,-15.0,98.0
639,1193,96,20180206,routine,4,13.0,83.0
640,1194,98,20150612,routine,4,,
641,1194,96,20161017,routine,4,-2.0,98.0
642,1194,100,20171109,routine,4,4.0,96.0
643,1199,98,20150310,routine,4,,
644,1199,90,20160414,routine,3,-8.0,98.0
645,1199,90,20180117,routine,3,0.0,90.0
646,1203,92,20150924,routine,4,,
647,1203,98,20161013,routine,4,6.0,92.0
648,1203,77,20170803,routine,2,-21.0,98.0
649,1204,96,20150708,routine,4,,
650,1204,92,20160209,routine,4,-4.0,96.0
651,1204,96,20170425,routine,4,4.0,92.0
652,1207,56,20150721,routine,1,,
653,1207,72,20170125,routine,2,16.0,56.0
654,1219,91,20161031,routine,4,,
655,1231,88,20160420,routine,3,,
656,1231,85,20161117,routine,2,-3.0,88.0
657,1231,74,20171031,routine,2,-11.0,85.0
658,1232,96,20150226,routine,4,,
659,1232,98,20160523,routine,4,2.0,96.0
660,1232,80,20170407,routine,2,-18.0,98.0
661,1232,94,20171023,routine,4,14.0,80.0
662,1241,90,20160523,routine,3,,
663,1241,92,20161220,routine,4,2.0,90.0
