,business_id,score,date,type,score_level,diffFromPrev,prevScore
1783,2924,94,20150225,routine,4,,
1784,2924,100,20151113,routine,4,6.0,94.0
1785,2924,82,20161207,routine,2,-18.0,100.0
1786,2924,98,20171205,routine,4,16.0,82.0
1787,2925,100,20151113,routine,4,,
1788,2925,88,20161207,routine,3,-12.0,100.0
1789,2925,89,20171205,routine,3,1.0,88.0
1790,2926,88,20160322,routine,3,,
1791,2926,82,20170316,routine,2,-6.0,88.0
1792,2928,96,20151103,routine,4,,
1793,2928,100,20161214,routine,4,4.0,96.0
1794,2928,94,20170831,routine,4,-6.0,100.0
1795,2929,94,20160705,routine,4,,
1796,2932,90,20160216,routine,3,,
1797,2932,96,20161128,routine,4,6.0,90.0
1798,2932,100,20180206,routine,4,4.0,96.0
1799,2933,86,20160211,routine,3,,
1800,2933,88,20160802,routine,3,2.0,86.0
1801,2933,83,20170807,routine,2,-5.0,88.0
1802,2933,79,20180208,routine,2,-4.0,83.0
1803,2934,92,20160307,routine,4,,
1804,2934,87,20160803,routine,3,-5.0,92.0
1805,2934,88,20170912,routine,3,1.0,87.0
1806,2941,73,20160720,routine,2,,
1807,2941,87,20171129,routine,3,14.0,73.0
1808,2942,90,20160815,routine,3,,
1809,2942,96,20180119,routine,4,6.0,90.0
1810,2943,75,20160510,routine,2,,
1811,2943,90,20160927,routine,3,15.0,75.0
1812,2943,75,20171121,routine,2,-15.0,90.0
1813,2945,75,20150921,routine,2,,
1814,2945,80,20161012,routine,2,5.0,75.0
1815,2945,94,20171206,routine,4,14.0,80.0
1816,2949,100,20160307,routine,4,,
1817,2949,90,20170501,routine,3,-10.0,100.0
1818,2949,100,20170801,routine,4,10.0,90.0
1819,2950,76,20150811,routine,2,,
1820,2950,76,20170301,routine,2,0.0,76.0
1821,2952,96,20150421,routine,4,,
1822,2952,90,20160209,routine,3,-6.0,96.0
1823,2952,96,20160803,routine,4,6.0,90.0
1824,2952,96,20170918,routine,4,0.0,96.0
1825,2955,75,20160608,routine,2,,
1826,2955,82,20170628,routine,2,7.0,75.0
1827,2955,87,20180122,routine,3,5.0,82.0
1828,2957,100,20150220,routine,4,,
1829,2957,100,20151112,routine,4,0.0,100.0
1830,2957,92,20160712,routine,4,-8.0,100.0
1831,2967,92,20170321,routine,4,,
1832,2967,100,20171031,routine,4,8.0,92.0
1833,2970,96,20150603,routine,4,,
1834,2970,92,20160524,routine,4,-4.0,96.0
1835,2970,98,20170823,routine,4,6.0,92.0
1836,2971,96,20150914,routine,4,,
1837,2971,100,20180112,routine,4,4.0,96.0
1838,2972,98,20150427,routine,4,,
1839,2972,88,20160516,routine,3,-10.0,98.0
1840,2972,81,20180123,routine,2,-7.0,88.0
1841,2973,96,20160224,routine,4,,
1842,2973,90,20170815,routine,3,-6.0,96.0
1843,2974,90,20160527,routine,3,,
1844,2974,89,20160722,routine,3,-1.0,90.0
1845,2974,78,20170308,routine,2,-11.0,89.0
1846,2978,94,20151105,routine,4,,
1847,2978,96,20160601,routine,4,2.0,94.0
1848,2978,88,20171214,routine,3,-8.0,96.0
1849,2980,91,20150608,routine,4,,
1850,2980,89,20160509,routine,3,-2.0,91.0
1851,2980,89,20161024,routine,3,0.0,89.0
1852,2987,89,20160520,routine,3,,
1853,2987,94,20170719,routine,4,5.0,89.0
1854,2995,71,20151113,routine,2,,
1855,2995,76,20170117,routine,2,5.0,71.0
1856,2995,74,20170809,routine,2,-2.0,76.0
1857,2996,86,20160908,routine,3,,
1858,3006,74,20160628,routine,2,,
1859,3006,90,20171026,routine,3,16.0,74.0
1860,3014,74,20150428,routine,2,,
1861,3014,92,20160608,routine,4,18.0,74.0
1862,3014,90,20171206,routine,3,-2.0,92.0
1863,3016,66,20160607,routine,1,,
1864,3016,62,20161114,routine,1,-4.0,66.0
1865,3016,78,20170418,routine,2,16.0,62.0
1866,3016,79,20171213,routine,2,1.0,78.0
1867,3019,88,20150311,routine,3,,
1868,3019,92,20160505,routine,4,4.0,88.0
1869,3019,88,20170609,routine,3,-4.0,92.0
1870,3025,81,20160502,routine,2,,
1871,3025,88,20161102,routine,3,7.0,81.0
1872,3029,66,20160314,routine,1,,
1873,3029,82,20160830,routine,2,16.0,66.0
1874,3031,94,20160329,routine,4,,
1875,3031,82,20160929,routine,2,-12.0,94.0
1876,3031,79,20170807,routine,2,-3.0,82.0
1877,3031,92,20180103,routine,4,13.0,79.0
1878,3032,100,20150429,routine,4,,
1879,3032,100,20161214,routine,4,0.0,100.0
1880,3032,98,20171121,routine,4,-2.0,100.0
1881,3038,82,20150414,routine,2,,
1882,3038,73,20160620,routine,2,-9.0,82.0
1883,3038,79,20171023,routine,2,6.0,73.0
1884,3043,94,20160429,routine,4,,
1885,3043,87,20180111,routine,3,-7.0,94.0
1886,3046,94,20160627,routine,4,,
1887,3046,94,20170505,routine,4,0.0,94.0
1888,3048,84,20150302,routine,2,,
1889,3048,96,20160422,routine,4,12.0,84.0
1890,3048,76,20161018,routine,2,-20.0,96.0
1891,3048,83,20171120,routine,2,7.0,76.0
1892,3050,90,20160427,routine,3,,
1893,3053,86,20150617,routine,3,,
1894,3053,90,20160512,routine,3,4.0,86.0
1895,3054,94,20150511,routine,4,,
1896,3054,89,20160609,routine,3,-5.0,94.0
1897,3054,100,20170202,routine,4,11.0,89.0
1898,3055,94,20160920,routine,4,,
1899,3055,89,20170606,routine,3,-5.0,94.0
1900,3056,94,20160229,routine,4,,
1901,3056,92,20170217,routine,4,-2.0,94.0
1902,3059,89,20160310,routine,3,,
1903,3059,92,20170130,routine,4,3.0,89.0
1904,3061,92,20150709,routine,4,,
1905,3061,96,20160720,routine,4,4.0,92.0
1906,3061,98,20171102,routine,4,2.0,96.0
1907,3065,84,20150223,routine,2,,
1908,3065,83,20160901,routine,2,-1.0,84.0
1909,3065,85,20171019,routine,2,2.0,83.0
1910,3070,82,20150623,routine,2,,
1911,3070,75,20170725,routine,2,-7.0,82.0
1912,3072,92,20170112,routine,4,,
1913,3072,90,20180208,routine,3,-2.0,92.0
1914,3073,70,20160823,routine,1,,
1915,3073,96,20170418,routine,4,26.0,70.0
1916,3076,92,20150608,routine,4,,
1917,3076,88,20160815,routine,3,-4.0,92.0
1918,3076,84,20170630,routine,2,-4.0,88.0
1919,3082,85,20150325,routine,2,,
1920,3082,85,20150326,routine,2,0.0,85.0
1921,3082,78,20161118,routine,2,-7.0,85.0
1922,3082,90,20180124,routine,3,12.0,78.0
1923,3084,89,20150715,routine,3,,
1924,3084,85,20160907,routine,2,-4.0,89.0
1925,3084,88,20171030,routine,3,3.0,85.0
1926,3090,82,20150619,routine,2,,
1927,3090,85,20170718,routine,2,3.0,82.0
1928,3091,91,20160719,routine,4,,
1929,3091,100,20171107,routine,4,9.0,91.0
1930,3095,100,20150624,routine,4,,
1931,3095,85,20160630,routine,2,-15.0,100.0
1932,3095,78,20170324,routine,2,-7.0,85.0
1933,3102,87,20160830,routine,3,,
1934,3111,87,20170127,routine,3,,
1935,3111,100,20171211,routine,4,13.0,87.0
1936,3112,100,20150914,routine,4,,
1937,3112,83,20161102,routine,2,-17.0,100.0
1938,3112,80,20170817,routine,2,-3.0,83.0
1939,3114,87,20160525,routine,3,,
1940,3114,90,20161214,routine,3,3.0,87.0
1941,3114,82,20171106,routine,2,-8.0,90.0
1942,3115,65,20160613,routine,1,,
1943,3115,68,20161109,routine,1,3.0,65.0
1944,3115,72,20171206,routine,2,4.0,68.0
1945,3116,93,20160826,routine,4,,
1946,3118,96,20150929,routine,4,,
1947,3118,92,20170426,routine,4,-4.0,96.0
1948,3120,79,20150723,routine,2,,
1949,3120,91,20160307,routine,4,12.0,79.0
1950,3120,87,20170710,routine,3,-4.0,91.0
1951,3121,86,20150331,routine,3,,
1952,3121,87,20160913,routine,3,1.0,86.0
1953,3122,85,20160602,routine,2,,
1954,3122,81,20170109,routine,2,-4.0,85.0
1955,3122,87,20170802,routine,3,6.0,81.0
1956,3129,100,20160601,routine,4,,
1957,3133,85,20160411,routine,2,,
1958,3133,85,20170516,routine,2,0.0,85.0
1959,3134,82,20160610,routine,2,,
1960,3134,85,20170919,routine,2,3.0,82.0
1961,3151,62,20161114,routine,1,,
1962,3151,76,20171130,routine,2,14.0,62.0
1963,3155,83,20160408,routine,2,,
1964,3155,94,20171115,routine,4,11.0,83.0
1965,3160,89,20150813,routine,3,,
1966,3160,86,20160308,routine,3,-3.0,89.0
1967,3160,85,20160826,routine,2,-1.0,86.0
1968,3160,87,20171204,routine,3,2.0,85.0
1969,3161,91,20150518,routine,4,,
1970,3161,87,20160622,routine,3,-4.0,91.0
1971,3161,87,20161221,routine,3,0.0,87.0
1972,3161,94,20171103,routine,4,7.0,87.0
1973,3165,85,20150519,routine,2,,
1974,3165,86,20150901,routine,3,1.0,85.0
1975,3165,79,20161003,routine,2,-7.0,86.0
1976,3165,79,20170323,routine,2,0.0,79.0
1977,3167,68,20160412,routine,1,,
1978,3167,78,20161107,routine,2,10.0,68.0
1979,3167,76,20170828,routine,2,-2.0,78.0
1980,3174,76,20151104,routine,2,,
1981,3183,91,20170126,routine,4,,
1982,3185,96,20161003,routine,4,,
1983,3185,85,20170823,routine,2,-11.0,96.0
1984,3186,94,20160405,routine,4,,
1985,3186,100,20161128,routine,4,6.0,94.0
1986,3186,98,20170915,routine,4,-2.0,100.0
1987,3189,85,20160510,routine,2,,
1988,3189,87,20170228,routine,3,2.0,85.0
1989,3190,91,20160512,routine,4,,
1990,3190,92,20170105,routine,4,1.0,91.0
1991,3196,87,20160610,routine,3,,
1992,3196,89,20170127,routine,3,2.0,87.0
1993,3196,90,20180118,routine,3,1.0,89.0
1994,3200,92,20150702,routine,4,,
1995,3200,90,20170601,routine,3,-2.0,92.0
1996,3206,90,20150423,routine,3,,
1997,3206,83,20170308,routine,2,-7.0,90.0
1998,3206,82,20171115,routine,2,-1.0,83.0
1999,3207,100,20160311,routine,4,,
2000,3207,100,20170428,routine,4,0.0,100.0
2001,3210,86,20150716,routine,3,,
2002,3210,96,20160705,routine,4,10.0,86.0
2003,3210,96,20170110,routine,4,0.0,96.0
2004,3210,98,20170809,routine,4,2.0,96.0
2005,3210,96,20180205,routine,4,-2.0,98.0
2006,3211,75,20160222,routine,2,,
2007,3211,83,20160815,routine,2,8.0,75.0
2008,3211,85,20170912,routine,2,2.0,83.0
2009,3216,94,20160602,routine,4,,
2010,3216,90,20170103,routine,3,-4.0,94.0
2011,3216,85,20170822,routine,2,-5.0,90.0
2012,3217,71,20150709,routine,2,,
2013,3217,80,20180130,routine,2,9.0,71.0
2014,3218,82,20160601,routine,2,,
2015,3218,89,20170425,routine,3,7.0,82.0
2016,3221,68,20150915,routine,1,,
2017,3221,85,20170627,routine,2,17.0,68.0
2018,3221,88,20171107,routine,3,3.0,85.0
2019,3222,88,20150316,routine,3,,
2020,3222,84,20160420,routine,2,-4.0,88.0
2021,3222,82,20171117,routine,2,-2.0,84.0
2022,3228,92,20160330,routine,4,,
2023,3229,78,20150305,routine,2,,
2024,3229,84,20150914,routine,2,6.0,78.0
2025,3229,84,20161031,routine,2,0.0,84.0
2026,3229,81,20180207,routine,2,-3.0,84.0
2027,3237,74,20160405,routine,2,,
2028,3237,77,20160927,routine,2,3.0,74.0
2029,3237,60,20170713,routine,1,-17.0,77.0
2030,3241,86,20160331,routine,3,,
2031,3241,86,20160906,routine,3,0.0,86.0
2032,3241,71,20170714,routine,2,-15.0,86.0
2033,3248,96,20160203,routine,4,,
2034,3248,89,20161031,routine,3,-7.0,96.0
2035,3252,88,20150317,routine,3,,
2036,3252,86,20160725,routine,3,-2.0,88.0
2037,3252,92,20170504,routine,4,6.0,86.0
2038,3253,88,20160413,routine,3,,
2039,3253,94,20161006,routine,4,6.0,88.0
2040,3253,92,20170413,routine,4,-2.0,94.0
2041,3253,87,20171229,routine,3,-5.0,92.0
2042,3256,98,20150930,routine,4,,
2043,3256,87,20161005,routine,3,-11.0,98.0
2044,3256,92,20171002,routine,4,5.0,87.0
2045,3260,98,20150528,routine,4,,
2046,3260,96,20160317,routine,4,-2.0,98.0
2047,3260,96,20160930,routine,4,0.0,96.0
2048,3260,96,20170523,routine,4,0.0,96.0
2049,3262,100,20160420,routine,4,,
2050,3262,90,20170323,routine,3,-10.0,100.0
2051,3263,96,20160708,routine,4,,
2052,3263,96,20170317,routine,4,0.0,96.0
2053,3265,93,20160421,routine,4,,
2054,3265,93,20161228,routine,4,0.0,93.0
2055,3265,94,20170816,routine,4,1.0,93.0
2056,3267,94,20150714,routine,4,,
2057,3267,96,20160719,routine,4,2.0,94.0
2058,3267,85,20170623,routine,2,-11.0,96.0
2059,3272,96,20151023,routine,4,,
2060,3272,90,20161229,routine,3,-6.0,96.0
2061,3280,88,20160913,routine,3,,
2062,3280,82,20180129,routine,2,-6.0,88.0
2063,3285,81,20160324,routine,2,,
2064,3285,77,20161005,routine,2,-4.0,81.0
2065,3285,76,20171024,routine,2,-1.0,77.0
2066,3286,82,20151208,routine,2,,
2067,3286,70,20160705,routine,1,-12.0,82.0
2068,3286,87,20170831,routine,3,17.0,70.0
2069,3289,81,20150319,routine,2,,
2070,3296,96,20160429,routine,4,,
2071,3296,100,20170314,routine,4,4.0,96.0
2072,3296,87,20171018,routine,3,-13.0,100.0
2073,3300,98,20160511,routine,4,,
2074,3300,94,20170112,routine,4,-4.0,98.0
2075,3302,94,20160831,routine,4,,
2076,3304,88,20160406,routine,3,,
2077,3304,87,20161031,routine,3,-1.0,88.0
2078,3309,86,20160115,routine,3,,
2079,3309,67,20161101,routine,1,-19.0,86.0
2080,3309,90,20170428,routine,3,23.0,67.0
2081,3317,90,20150611,routine,3,,
2082,3317,93,20160906,routine,4,3.0,90.0
2083,3317,80,20171026,routine,2,-13.0,93.0
2084,3323,96,20160324,routine,4,,
2085,3323,98,20170201,routine,4,2.0,96.0
2086,3323,96,20180213,routine,4,-2.0,98.0
2087,3324,89,20160303,routine,3,,
2088,3324,98,20170710,routine,4,9.0,89.0
2089,3325,77,20160301,routine,2,,
2090,3325,83,20160816,routine,2,6.0,77.0
2091,3325,96,20171208,routine,4,13.0,83.0
2092,3328,92,20160510,routine,4,,
2093,3331,85,20151211,routine,2,,
2094,3331,94,20171127,routine,4,9.0,85.0
2095,3335,91,20160318,routine,4,,
2096,3335,83,20160815,routine,2,-8.0,91.0
2097,3335,82,20170912,routine,2,-1.0,83.0
2098,3337,78,20151001,routine,2,,
2099,3337,85,20160726,routine,2,7.0,78.0
2100,3337,86,20171218,routine,3,1.0,85.0
2101,3338,90,20160614,routine,3,,
2102,3343,92,20150610,routine,4,,
2103,3343,96,20160907,routine,4,4.0,92.0
2104,3343,92,20171010,routine,4,-4.0,96.0
2105,3345,80,20170524,routine,2,,
2106,3350,92,20160325,routine,4,,
2107,3350,96,20160916,routine,4,4.0,92.0
2108,3350,96,20171214,routine,4,0.0,96.0
2109,3365,100,20160111,routine,4,,
2110,3365,86,20170208,routine,3,-14.0,100.0
2111,3365,100,20180214,routine,4,14.0,86.0
2112,3373,96,20160226,routine,4,,
2113,3373,82,20170223,routine,2,-14.0,96.0
2114,3374,100,20150226,routine,4,,
2115,3374,100,20160331,routine,4,0.0,100.0
2116,3374,100,20170301,routine,4,0.0,100.0
2117,3392,98,20150817,routine,4,,
2118,3392,94,20161017,routine,4,-4.0,98.0
2119,3392,94,20170926,routine,4,0.0,94.0
2120,3393,96,20161118,routine,4,,
2121,3393,94,20170808,routine,4,-2.0,96.0
2122,3394,90,20160419,routine,3,,
2123,3394,92,20161031,routine,4,2.0,90.0
2124,3397,89,20150609,routine,3,,
2125,3397,94,20170322,routine,4,5.0,89.0
2126,3403,100,20160311,routine,4,,
2127,3403,89,20170428,routine,3,-11.0,100.0
2128,3405,75,20160809,routine,2,,
2129,3405,85,20171212,routine,2,10.0,75.0
2130,3409,74,20150401,routine,2,,
2131,3409,76,20170523,routine,2,2.0,74.0
2132,3409,74,20170524,routine,2,-2.0,76.0
2133,3409,86,20180212,routine,3,12.0,74.0
2134,3414,98,20150414,routine,4,,
2135,3414,98,20170926,routine,4,0.0,98.0
2136,3420,94,20150810,routine,4,,
2137,3420,85,20160901,routine,2,-9.0,94.0
2138,3424,92,20150804,routine,4,,
2139,3424,96,20170127,routine,4,4.0,92.0
2140,3424,88,20180131,routine,3,-8.0,96.0
2141,3428,100,20160411,routine,4,,
2142,3428,100,20160816,routine,4,0.0,100.0
2143,3428,100,20171017,routine,4,0.0,100.0
2144,3429,90,20160516,routine,3,,
2145,3429,90,20161202,routine,3,0.0,90.0
2146,3429,92,20171121,routine,4,2.0,90.0
2147,3431,100,20160627,routine,4,,
2148,3433,86,20160601,routine,3,,
2149,3433,86,20170803,routine,3,0.0,86.0
2150,3437,92,20160425,routine,4,,
2151,3437,86,20170717,routine,3,-6.0,92.0
2152,3437,87,20171120,routine,3,1.0,86.0
2153,3439,96,20160414,routine,4,,
2154,3439,96,20161013,routine,4,0.0,96.0
2155,3439,91,20171017,routine,4,-5.0,96.0
2156,3440,93,20150603,routine,4,,
2157,3440,96,20170111,routine,4,3.0,93.0
2158,3443,90,20150908,routine,3,,
2159,3443,90,20160726,routine,3,0.0,90.0
2160,3443,88,20170921,routine,3,-2.0,90.0
2161,3444,92,20150908,routine,4,,
2162,3444,92,20160504,routine,4,0.0,92.0
2163,3444,88,20170926,routine,3,-4.0,92.0
2164,3445,74,20150824,routine,2,,
2165,3445,89,20160420,routine,3,15.0,74.0
2166,3445,78,20170925,routine,2,-11.0,89.0
2167,3446,91,20160525,routine,4,,
2168,3446,98,20171016,routine,4,7.0,91.0
2169,3456,73,20160818,routine,2,,
2170,3456,71,20180208,routine,2,-2.0,73.0
2171,3459,54,20150407,routine,1,,
2172,3459,77,20160113,routine,2,23.0,54.0
2173,3459,85,20170905,routine,2,8.0,77.0
2174,3476,87,20160621,routine,3,,
2175,3476,88,20170307,routine,3,1.0,87.0
2176,3477,91,20150526,routine,4,,
2177,3477,94,20151022,routine,4,3.0,91.0
2178,3477,80,20170829,routine,2,-14.0,94.0
2179,3478,96,20160519,routine,4,,
2180,3478,98,20161108,routine,4,2.0,96.0
2181,3478,94,20171106,routine,4,-4.0,98.0
2182,3481,83,20160105,routine,2,,
2183,3481,86,20171205,routine,3,3.0,83.0
2184,3482,100,20150410,routine,4,,
2185,3482,81,20160425,routine,2,-19.0,100.0
2186,3482,79,20170407,routine,2,-2.0,81.0
2187,3482,100,20171107,routine,4,21.0,79.0
2188,3484,92,20170321,routine,4,,
2189,3485,64,20150317,routine,1,,
2190,3485,83,20150803,routine,2,19.0,64.0
2191,3485,85,20161107,routine,2,2.0,83.0
2192,3485,90,20170711,routine,3,5.0,85.0
2193,3488,87,20161110,routine,3,,
2194,3490,100,20160401,routine,4,,
2195,3490,81,20170421,routine,2,-19.0,100.0
2196,3491,96,20150313,routine,4,,
2197,3491,67,20160802,routine,1,-29.0,96.0
2198,3491,90,20170607,routine,3,23.0,67.0
2199,3492,96,20150609,routine,4,,
2200,3492,100,20160114,routine,4,4.0,96.0
2201,3492,100,20170113,routine,4,0.0,100.0
2202,3492,92,20171115,routine,4,-8.0,100.0
2203,3495,96,20150909,routine,4,,
2204,3495,84,20161230,routine,2,-12.0,96.0
2205,3495,98,20171211,routine,4,14.0,84.0
2206,3496,100,20150609,routine,4,,
2207,3496,92,20161202,routine,4,-8.0,100.0
2208,3496,100,20171127,routine,4,8.0,92.0
2209,3497,87,20150226,routine,3,,
2210,3497,92,20160525,routine,4,5.0,87.0
2211,3497,96,20171106,routine,4,4.0,92.0
2212,3498,91,20150302,routine,4,,
2213,3498,94,20160516,routine,4,3.0,91.0
2214,3498,98,20171120,routine,4,4.0,94.0
2215,3503,100,20151008,routine,4,,
2216,3503,100,20161109,routine,4,0.0,100.0
2217,3503,100,20171215,routine,4,0.0,100.0
2218,3504,87,20151210,routine,3,,
2219,3504,94,20160630,routine,4,7.0,87.0
2220,3504,94,20170105,routine,4,0.0,94.0
2221,3504,92,20171127,routine,4,-2.0,94.0
2222,3510,84,20150527,routine,2,,
2223,3510,68,20161109,routine,1,-16.0,84.0
2224,3515,100,20160811,routine,4,,
2225,3515,93,20171013,routine,4,-7.0,100.0
2226,3518,100,20150504,routine,4,,
2227,3518,100,20160603,routine,4,0.0,100.0
2228,3518,100,20170711,routine,4,0.0,100.0
2229,3519,100,20150504,routine,4,,
2230,3519,100,20160603,routine,4,0.0,100.0
2231,3519,100,20170711,routine,4,0.0,100.0
2232,3520,100,20150624,routine,4,,
2233,3522,92,20160412,routine,4,,
2234,3522,78,20161205,routine,2,-14.0,92.0
2235,3522,74,20171109,routine,2,-4.0,78.0
2236,3524,94,20160729,routine,4,,
2237,3524,98,20171229,routine,4,4.0,94.0
2238,3525,98,20160407,routine,4,,
2239,3529,96,20160426,routine,4,,
2240,3529,72,20170424,routine,2,-24.0,96.0
2241,3529,83,20171213,routine,2,11.0,72.0
2242,3536,92,20150519,routine,4,,
2243,3536,86,20161216,routine,3,-6.0,92.0
2244,3538,98,20160608,routine,4,,
2245,3543,94,20160517,routine,4,,
2246,3543,83,20170105,routine,2,-11.0,94.0
2247,3543,90,20171128,routine,3,7.0,83.0
2248,3547,90,20160517,routine,3,,
2249,3547,92,20170419,routine,4,2.0,90.0
2250,3547,94,20171130,routine,4,2.0,92.0
2251,3550,90,20150813,routine,3,,
2252,3550,81,20160405,routine,2,-9.0,90.0
2253,3550,68,20170807,routine,1,-13.0,81.0
2254,3557,90,20150317,routine,3,,
2255,3561,100,20151124,routine,4,,
2256,3561,67,20170123,routine,1,-33.0,100.0
2257,3561,94,20180212,routine,4,27.0,67.0
2258,3562,87,20151022,routine,3,,
2259,3562,92,20161107,routine,4,5.0,87.0
2260,3566,90,20150423,routine,3,,
2261,3566,80,20160620,routine,2,-10.0,90.0
2262,3566,89,20180125,routine,3,9.0,80.0
2263,3571,94,20150814,routine,4,,
2264,3571,78,20160802,routine,2,-16.0,94.0
2265,3571,74,20171213,routine,2,-4.0,78.0
2266,3578,91,20150323,routine,4,,
2267,3578,96,20170322,routine,4,5.0,91.0
2268,3586,92,20151006,routine,4,,
2269,3586,87,20171117,routine,3,-5.0,92.0
2270,3587,69,20150916,routine,1,,
2271,3587,68,20160831,routine,1,-1.0,69.0
2272,3587,83,20180117,routine,2,15.0,68.0
2273,3591,90,20150305,routine,3,,
2274,3591,92,20150914,routine,4,2.0,90.0
2275,3591,90,20160916,routine,3,-2.0,92.0
2276,3594,88,20160330,routine,3,,
2277,3595,92,20151112,routine,4,,
2278,3595,96,20170111,routine,4,4.0,92.0
2279,3607,92,20160527,routine,4,,
2280,3607,96,20170818,routine,4,4.0,92.0
2281,3611,90,20160628,routine,3,,
2282,3611,86,20170626,routine,3,-4.0,90.0
2283,3613,68,20171116,routine,1,,
2284,3614,98,20150610,routine,4,,
2285,3614,84,20160509,routine,2,-14.0,98.0
2286,3614,76,20161013,routine,2,-8.0,84.0
2287,3614,81,20171116,routine,2,5.0,76.0
2288,3615,98,20160518,routine,4,,
2289,3615,89,20170802,routine,3,-9.0,98.0
2290,3616,90,20160525,routine,3,,
2291,3616,87,20180126,routine,3,-3.0,90.0
2292,3621,89,20150528,routine,3,,
2293,3621,92,20160908,routine,4,3.0,89.0
2294,3621,85,20170919,routine,2,-7.0,92.0
2295,3623,86,20151117,routine,3,,
2296,3623,88,20160819,routine,3,2.0,86.0
2297,3623,81,20170914,routine,2,-7.0,88.0
2298,3626,94,20160915,routine,4,,
2299,3626,89,20171004,routine,3,-5.0,94.0
2300,3630,90,20160630,routine,3,,
2301,3630,90,20180130,routine,3,0.0,90.0
2302,3631,94,20160615,routine,4,,
2303,3640,86,20160808,routine,3,,
2304,3640,83,20170711,routine,2,-3.0,86.0
2305,3642,94,20151029,routine,4,,
2306,3642,92,20170510,routine,4,-2.0,94.0
2307,3642,92,20171204,routine,4,0.0,92.0
2308,3643,87,20160622,routine,3,,
2309,3643,86,20170419,routine,3,-1.0,87.0
2310,3645,92,20150429,routine,4,,
2311,3645,94,20160922,routine,4,2.0,92.0
2312,3645,90,20171102,routine,3,-4.0,94.0
2313,3649,86,20160930,routine,3,,
2314,3649,86,20170103,routine,3,0.0,86.0
2315,3649,82,20171206,routine,2,-4.0,86.0
2316,3651,87,20151229,routine,3,,
2317,3651,81,20160708,routine,2,-6.0,87.0
2318,3651,64,20170622,routine,1,-17.0,81.0
2319,3651,90,20171116,routine,3,26.0,64.0
2320,3655,100,20150929,routine,4,,
2321,3655,98,20170125,routine,4,-2.0,100.0
2322,3659,73,20150402,routine,2,,
2323,3659,88,20160603,routine,3,15.0,73.0
2324,3659,92,20180108,routine,4,4.0,88.0
2325,3661,86,20160107,routine,3,,
2326,3661,74,20161012,routine,2,-12.0,86.0
2327,3661,80,20170628,routine,2,6.0,74.0
2328,3665,89,20150529,routine,3,,
2329,3665,78,20160802,routine,2,-11.0,89.0
2330,3665,88,20180208,routine,3,10.0,78.0
2331,3674,98,20160317,routine,4,,
2332,3674,92,20161014,routine,4,-6.0,98.0
2333,3674,70,20170731,routine,1,-22.0,92.0
2334,3674,96,20171201,routine,4,26.0,70.0
2335,3676,85,20150619,routine,2,,
2336,3676,76,20160107,routine,2,-9.0,85.0
2337,3676,87,20160816,routine,3,11.0,76.0
2338,3676,70,20170706,routine,1,-17.0,87.0
2339,3677,90,20170914,routine,3,,
2340,3678,94,20170920,routine,4,,
2341,3690,96,20160517,routine,4,,
2342,3693,66,20160203,routine,1,,
2343,3693,76,20160816,routine,2,10.0,66.0
2344,3699,94,20150326,routine,4,,
2345,3699,98,20170606,routine,4,4.0,94.0
2346,3699,92,20180215,routine,4,-6.0,98.0
2347,3707,100,20150311,routine,4,,
2348,3707,100,20160601,routine,4,0.0,100.0
2349,3707,96,20170614,routine,4,-4.0,100.0
2350,3715,85,20150608,routine,2,,
2351,3715,79,20160919,routine,2,-6.0,85.0
2352,3715,82,20170919,routine,2,3.0,79.0
2353,3727,84,20160713,routine,2,,
2354,3728,79,20160810,routine,2,,
2355,3731,80,20150402,routine,2,,
2356,3736,89,20151019,routine,3,,
2357,3736,91,20160405,routine,4,2.0,89.0
2358,3736,96,20170717,routine,4,5.0,91.0
2359,3738,100,20150309,routine,4,,
2360,3738,91,20150908,routine,4,-9.0,100.0
2361,3738,92,20160829,routine,4,1.0,91.0
2362,3738,91,20170821,routine,4,-1.0,92.0
2363,3739,98,20161017,routine,4,,
2364,3739,80,20171018,routine,2,-18.0,98.0
2365,3743,94,20150929,routine,4,,
2366,3743,89,20160315,routine,3,-5.0,94.0
2367,3743,83,20180116,routine,2,-6.0,89.0
2368,3750,80,20151002,routine,2,,
2369,3752,94,20160614,routine,4,,
2370,3757,96,20150422,routine,4,,
2371,3757,88,20160622,routine,3,-8.0,96.0
2372,3757,83,20170817,routine,2,-5.0,88.0
2373,3769,94,20150602,routine,4,,
2374,3769,96,20160428,routine,4,2.0,94.0
2375,3769,98,20161101,routine,4,2.0,96.0
2376,3769,96,20171019,routine,4,-2.0,98.0
2377,3784,94,20150604,routine,4,,
2378,3784,80,20170124,routine,2,-14.0,94.0
2379,3790,100,20160216,routine,4,,
2380,3790,100,20170206,routine,4,0.0,100.0
2381,3791,92,20160216,routine,4,,
2382,3791,91,20170206,routine,4,-1.0,92.0
2383,3794,90,20150625,routine,3,,
2384,3794,85,20161102,routine,2,-5.0,90.0
2385,3794,100,20171010,routine,4,15.0,85.0
2386,3795,98,20160614,routine,4,,
2387,3795,100,20170426,routine,4,2.0,98.0
2388,3796,100,20150304,routine,4,,
2389,3796,100,20160504,routine,4,0.0,100.0
2390,3796,90,20170417,routine,3,-10.0,100.0
2391,3800,100,20150828,routine,4,,
2392,3800,88,20161028,routine,3,-12.0,100.0
